Type,Date,Latitude,Longitude,Gender,Age range,Legislation,Object of search,Outcome,Outcome linked to object of search,Removal of more than just outer clothing,datetime
Person search,2018-10-06T23:04:10+00:00,,,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2018-10-06 23:04:10+00:00
Person and Vehicle search,2018-10-06T23:59:52+00:00,51.514151,-0.074958,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Khat or Cannabis warning,True,False,2018-10-06 23:59:52+00:00
Person search,2018-10-06T23:59:59+00:00,,,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,True,False,2018-10-06 23:59:59+00:00
Person search,2018-10-07T00:07:31+00:00,51.510647,-0.087787,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,False,2018-10-07 00:07:31+00:00
Person search,2018-10-07T16:25:20+00:00,,,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2018-10-07 16:25:20+00:00
Person search,2018-10-07T21:01:17+00:00,51.516814,-0.08162,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2018-10-07 21:01:17+00:00
Person search,2018-10-07T22:47:52+00:00,,,Female,over 34,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,False,False,2018-10-07 22:47:52+00:00
Person search,2018-10-07T23:02:49+00:00,,,Female,over 34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2018-10-07 23:02:49+00:00
Person search,2018-10-08T03:03:15+00:00,51.520678,-0.080318,Male,,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,True,False,2018-10-08 03:03:15+00:00
Vehicle search,2018-10-08T03:23:15+00:00,,,,,,,,,,2018-10-08 03:23:15+00:00
Person search,2018-10-08T12:54:31+00:00,,,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2018-10-08 12:54:31+00:00
Person and Vehicle search,2018-10-08T16:15:13+00:00,51.520985,-0.078749,Male,over 34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,True,2018-10-08 16:15:13+00:00
Person and Vehicle search,2018-10-09T09:52:55+00:00,51.517576,-0.079786,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,True,2018-10-09 09:52:55+00:00
Vehicle search,2018-10-09T12:28:29+00:00,,,,,,,,,,2018-10-09 12:28:29+00:00
Person search,2018-10-09T14:19:56+00:00,51.510563,-0.085355,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,False,False,2018-10-09 14:19:56+00:00
Person and Vehicle search,2018-10-09T20:28:54+00:00,,,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,False,2018-10-09 20:28:54+00:00
Person search,2018-10-09T20:41:31+00:00,51.521853,-0.094468,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2018-10-09 20:41:31+00:00
Person and Vehicle search,2018-10-10T03:42:24+00:00,,,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2018-10-10 03:42:24+00:00
Person search,2018-10-10T04:36:55+00:00,,,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2018-10-10 04:36:55+00:00
Person search,2018-10-10T12:33:40+00:00,51.510671,-0.084284,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2018-10-10 12:33:40+00:00
Person search,2018-10-10T15:31:32+00:00,51.520658,-0.094546,Male,10-17,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,False,False,2018-10-10 15:31:32+00:00
Person search,2018-10-10T17:08:44+00:00,51.520085,-0.093057,Male,10-17,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Arrest,True,False,2018-10-10 17:08:44+00:00
Person search,2018-10-10T21:11:22+00:00,,,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,False,False,2018-10-10 21:11:22+00:00
Person and Vehicle search,2018-10-10T21:55:20+00:00,,,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,True,False,2018-10-10 21:55:20+00:00
Person and Vehicle search,2018-10-10T22:03:09+00:00,,,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,True,False,2018-10-10 22:03:09+00:00
Person search,2018-10-10T22:18:41+00:00,,,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2018-10-10 22:18:41+00:00
Person search,2018-10-11T00:17:04+00:00,51.514457,-0.073849,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,False,False,2018-10-11 00:17:04+00:00
Person and Vehicle search,2018-10-11T01:16:09+00:00,,,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2018-10-11 01:16:09+00:00
Person search,2018-10-11T02:36:45+00:00,,,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Khat or Cannabis warning,True,False,2018-10-11 02:36:45+00:00
Person search,2018-10-11T03:04:12+00:00,,,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,False,2018-10-11 03:04:12+00:00
Person search,2018-10-11T03:23:55+00:00,,,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,False,False,2018-10-11 03:23:55+00:00
Person search,2018-10-11T17:43:52+00:00,,,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,False,False,2018-10-11 17:43:52+00:00
Person search,2018-10-12T02:30:04+00:00,51.510651,-0.080322,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,False,2018-10-12 02:30:04+00:00
Person search,2018-10-12T04:42:33+00:00,51.517184,-0.076747,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2018-10-12 04:42:33+00:00
Person and Vehicle search,2018-10-12T13:18:09+00:00,51.516497,-0.094115,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Khat or Cannabis warning,True,False,2018-10-12 13:18:09+00:00
Person and Vehicle search,2018-10-12T16:30:37+00:00,51.516966,-0.1059,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2018-10-12 16:30:37+00:00
Person search,2018-10-12T17:57:32+00:00,,,Female,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2018-10-12 17:57:32+00:00
Person search,2018-10-12T18:31:13+00:00,,,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Khat or Cannabis warning,True,False,2018-10-12 18:31:13+00:00
Person search,2018-10-12T18:36:48+00:00,,,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2018-10-12 18:36:48+00:00
Person search,2018-10-12T21:58:29+00:00,,,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2018-10-12 21:58:29+00:00
Person and Vehicle search,2018-10-12T22:29:59+00:00,51.51121,-0.094206,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2018-10-12 22:29:59+00:00
Person search,2018-10-13T00:01:55+00:00,,,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2018-10-13 00:01:55+00:00
Person search,2018-10-13T01:10:23+00:00,,,,18-24,,,,,,2018-10-13 01:10:23+00:00
Person search,2018-10-13T01:13:26+00:00,,,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,True,False,2018-10-13 01:13:26+00:00
Person search,2018-10-13T17:39:49+00:00,51.516966,-0.1059,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,False,False,2018-10-13 17:39:49+00:00
Person search,2018-10-13T21:04:51+00:00,51.516814,-0.08162,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2018-10-13 21:04:51+00:00
Person search,2018-10-13T22:20:04+00:00,,,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Evidence of offences under the Act,A no further action disposal,False,False,2018-10-13 22:20:04+00:00
Person search,2018-10-13T22:33:01+00:00,,,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2018-10-13 22:33:01+00:00
Person search,2018-10-13T23:03:05+00:00,,,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2018-10-13 23:03:05+00:00
Person and Vehicle search,2018-10-13T23:36:20+00:00,,,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2018-10-13 23:36:20+00:00
Person search,2018-10-13T23:42:21+00:00,,,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2018-10-13 23:42:21+00:00
Person search,2018-10-14T02:06:25+00:00,,,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Khat or Cannabis warning,True,False,2018-10-14 02:06:25+00:00
Person search,2018-10-14T14:30:32+00:00,,,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Community resolution,True,False,2018-10-14 14:30:32+00:00
Person search,2018-10-15T17:26:45+00:00,,,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Arrest,True,False,2018-10-15 17:26:45+00:00
Person and Vehicle search,2018-10-16T08:42:28+00:00,,,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Controlled drugs,,True,False,2018-10-16 08:42:28+00:00
Person and Vehicle search,2018-10-16T08:47:56+00:00,51.506255,-0.074901,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Controlled drugs,Penalty Notice for Disorder,True,False,2018-10-16 08:47:56+00:00
Person search,2018-10-16T11:06:50+00:00,,,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2018-10-16 11:06:50+00:00
Person search,2018-10-16T17:31:00+00:00,,,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2018-10-16 17:31:00+00:00
Person search,2018-10-17T00:03:38+00:00,51.511224,-0.074115,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2018-10-17 00:03:38+00:00
Person search,2018-10-17T00:18:10+00:00,51.511224,-0.074115,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2018-10-17 00:18:10+00:00
Person and Vehicle search,2018-10-17T00:56:20+00:00,51.510828,-0.086166,Male,over 34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,False,2018-10-17 00:56:20+00:00
Person and Vehicle search,2018-10-17T13:32:19+00:00,,,Male,over 34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,False,2018-10-17 13:32:19+00:00
Vehicle search,2018-10-17T17:45:44+00:00,,,,,,,,,,2018-10-17 17:45:44+00:00
Person search,2018-10-17T19:34:42+00:00,,,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,False,False,2018-10-17 19:34:42+00:00
Vehicle search,2018-10-17T22:15:49+00:00,,,,,,,,,,2018-10-17 22:15:49+00:00
Person search,2018-10-18T12:01:35+00:00,,,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2018-10-18 12:01:35+00:00
Person and Vehicle search,2018-10-18T12:44:24+00:00,51.506255,-0.074901,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Khat or Cannabis warning,True,False,2018-10-18 12:44:24+00:00
Person search,2018-10-18T23:33:56+00:00,51.51768,-0.078484,Male,over 34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2018-10-18 23:33:56+00:00
Person search,2018-10-18T23:35:27+00:00,,,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Khat or Cannabis warning,True,False,2018-10-18 23:35:27+00:00
Person and Vehicle search,2018-10-19T00:02:07+00:00,,,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,False,2018-10-19 00:02:07+00:00
Person search,2018-10-19T01:14:12+00:00,51.514203,-0.094628,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2018-10-19 01:14:12+00:00
Person and Vehicle search,2018-10-19T04:29:54+00:00,51.511916,-0.076853,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2018-10-19 04:29:54+00:00
Person and Vehicle search,2018-10-19T07:33:53+00:00,,,,25-34,,,,,,2018-10-19 07:33:53+00:00
Person search,2018-10-19T12:17:51+00:00,,,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Arrest,True,False,2018-10-19 12:17:51+00:00
Person search,2018-10-19T13:38:50+00:00,,,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,True,False,2018-10-19 13:38:50+00:00
Person search,2018-10-19T14:32:14+00:00,51.516814,-0.08162,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,False,False,2018-10-19 14:32:14+00:00
Person search,2018-10-19T17:58:56+00:00,,,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Arrest,True,False,2018-10-19 17:58:56+00:00
Person and Vehicle search,2018-10-20T00:35:11+00:00,,,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2018-10-20 00:35:11+00:00
Person and Vehicle search,2018-10-20T00:39:29+00:00,51.525017,-0.035504,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2018-10-20 00:39:29+00:00
Person search,2018-10-20T07:54:27+00:00,,,Male,,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,True,False,2018-10-20 07:54:27+00:00
Person search,2018-10-22T08:55:17+00:00,,,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,True,False,2018-10-22 08:55:17+00:00
Person search,2018-10-22T15:10:23+00:00,,,Male,10-17,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Arrest,False,False,2018-10-22 15:10:23+00:00
Person search,2018-10-23T08:15:49+00:00,51.513524,-0.090506,Male,10-17,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Arrest,True,False,2018-10-23 08:15:49+00:00
Person search,2018-10-23T13:01:38+00:00,,,Male,over 34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2018-10-23 13:01:38+00:00
Person search,2018-10-24T07:41:05+00:00,,,Male,over 34,Firearms Act 1968 (section 47),Firearms,A no further action disposal,False,False,2018-10-24 07:41:05+00:00
Person search,2018-10-24T16:00:46+00:00,,,Female,18-24,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,False,False,2018-10-24 16:00:46+00:00
Person search,2018-10-24T16:07:45+00:00,51.506282,-0.087005,Female,over 34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,False,False,2018-10-24 16:07:45+00:00
Person search,2018-10-24T16:12:23+00:00,51.506282,-0.087005,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,False,False,2018-10-24 16:12:23+00:00
Person search,2018-10-24T18:13:29+00:00,,,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,False,False,2018-10-24 18:13:29+00:00
Person search,2018-10-25T00:22:37+00:00,,,Female,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2018-10-25 00:22:37+00:00
Person search,2018-10-25T21:19:09+00:00,,,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2018-10-25 21:19:09+00:00
Person and Vehicle search,2018-10-25T23:27:34+00:00,51.50995,-0.078665,Male,over 34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2018-10-25 23:27:34+00:00
Person search,2018-10-27T20:13:56+00:00,,,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2018-10-27 20:13:56+00:00
Person search,2018-10-27T21:08:53+00:00,,,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2018-10-27 21:08:53+00:00
Person search,2018-10-28T15:30:26+00:00,51.512504,-0.083645,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2018-10-28 15:30:26+00:00
Person search,2018-10-29T02:52:29+00:00,51.51356,-0.102668,Female,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2018-10-29 02:52:29+00:00
Person search,2018-10-29T06:08:42+00:00,,,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2018-10-29 06:08:42+00:00
Person search,2018-10-29T06:40:20+00:00,51.516006,-0.080573,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,False,False,2018-10-29 06:40:20+00:00
Person search,2018-10-29T06:53:18+00:00,,,,over 34,,,,,,2018-10-29 06:53:18+00:00
Person search,2018-10-29T18:38:58+00:00,,,Female,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Khat or Cannabis warning,True,False,2018-10-29 18:38:58+00:00
Person search,2018-10-29T18:46:39+00:00,,,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Khat or Cannabis warning,True,False,2018-10-29 18:46:39+00:00
Person search,2018-10-30T01:44:39+00:00,,,Female,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2018-10-30 01:44:39+00:00
Person search,2018-10-30T03:12:20+00:00,,,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2018-10-30 03:12:20+00:00
Person search,2018-10-30T03:55:54+00:00,,,Female,10-17,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,False,2018-10-30 03:55:54+00:00
Person search,2018-10-30T23:27:10+00:00,,,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2018-10-30 23:27:10+00:00
Person search,2018-10-30T23:28:55+00:00,,,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2018-10-30 23:28:55+00:00
Person search,2018-10-31T02:20:43+00:00,51.522233,-0.107382,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,False,2018-10-31 02:20:43+00:00
Person and Vehicle search,2018-10-31T05:50:40+00:00,51.515173,-0.08189,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,False,2018-10-31 05:50:40+00:00
Person search,2018-10-31T13:24:31+00:00,51.516966,-0.100884,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest,True,False,2018-10-31 13:24:31+00:00
Person search,2018-10-01T00:15:00+00:00,51.501853,-0.184577,Male,10-17,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,,2018-10-01 00:15:00+00:00
Person search,2018-10-01T00:30:00+00:00,51.48706,-0.297844,Male,over 34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,,2018-10-01 00:30:00+00:00
Person search,2018-10-01T00:40:00+00:00,51.590345,-0.143617,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Evidence of offences under the Act,A no further action disposal,,,2018-10-01 00:40:00+00:00
Person and Vehicle search,2018-10-01T00:43:00+00:00,,,Female,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,,2018-10-01 00:43:00+00:00
Person search,2018-10-01T00:55:00+00:00,51.398886,-0.073475,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),,Community resolution,,,2018-10-01 00:55:00+00:00
Person search,2018-10-01T00:55:00+00:00,51.398886,-0.073475,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,,2018-10-01 00:55:00+00:00
Person search,2018-10-01T01:00:00+00:00,51.542798,-0.198162,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,,2018-10-01 01:00:00+00:00
Vehicle search,2018-10-01T01:40:00+00:00,51.543932,0.078076,,,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Arrest,,,2018-10-01 01:40:00+00:00
Person and Vehicle search,2018-10-01T02:20:00+00:00,51.544799,0.011297,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Penalty Notice for Disorder,,,2018-10-01 02:20:00+00:00
Person search,2018-10-01T02:20:00+00:00,51.544799,0.011297,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,,,2018-10-01 02:20:00+00:00
Person search,2018-10-01T02:20:00+00:00,51.544799,0.011297,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Penalty Notice for Disorder,,,2018-10-01 02:20:00+00:00
Person search,2018-10-01T02:20:00+00:00,51.549626,-0.054738,Male,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,,2018-10-01 02:20:00+00:00
Person and Vehicle search,2018-10-01T02:22:00+00:00,51.558506,-0.055528,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,,2018-10-01 02:22:00+00:00
Person search,2018-10-01T02:22:00+00:00,51.549626,-0.054738,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,,2018-10-01 02:22:00+00:00
Person search,2018-10-01T02:25:00+00:00,51.54009,-0.255749,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,,2018-10-01 02:25:00+00:00
Person search,2018-10-01T02:26:00+00:00,51.558506,-0.055528,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,,2018-10-01 02:26:00+00:00
Person search,2018-10-01T02:30:00+00:00,51.560851,-0.099287,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest,,,2018-10-01 02:30:00+00:00
Person search,2018-10-01T02:30:00+00:00,51.498234,-0.217108,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Evidence of offences under the Act,A no further action disposal,,,2018-10-01 02:30:00+00:00
Person and Vehicle search,2018-10-01T02:35:00+00:00,51.620541,-0.159591,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Evidence of offences under the Act,Summons / charged by post,,,2018-10-01 02:35:00+00:00
Person search,2018-10-01T02:35:00+00:00,51.459766,-0.116056,Male,over 34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,,2018-10-01 02:35:00+00:00
Person search,2018-10-01T02:35:00+00:00,51.459766,-0.116056,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,,2018-10-01 02:35:00+00:00
Person search,2018-10-01T02:45:00+00:00,51.543932,0.078076,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,,2018-10-01 02:45:00+00:00
Person search,2018-10-01T02:55:00+00:00,51.394447,-0.09843,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,,,2018-10-01 02:55:00+00:00
Person search,2018-10-01T03:09:00+00:00,51.392358,-0.108276,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Evidence of offences under the Act,A no further action disposal,,,2018-10-01 03:09:00+00:00
Person and Vehicle search,2018-10-01T03:20:00+00:00,51.571773,0.023527,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Evidence of offences under the Act,Arrest,,,2018-10-01 03:20:00+00:00
