Type,Date,Latitude,Longitude,Gender,Age range,Legislation,Object of search,Outcome,Outcome linked to object of search,Removal of more than just outer clothing,datetime
Person search,2022-03-04T08:12:49+00:00,51.512856,-0.073254,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2022-03-04 08:12:49+00:00
Person search,2022-03-04T08:53:51+00:00,51.51768,-0.078484,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2022-03-04 08:53:51+00:00
Person and Vehicle search,2022-03-04T10:52:25+00:00,51.515606,-0.094094,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,False,False,2022-03-04 10:52:25+00:00
Person search,2022-03-05T01:50:38+00:00,51.516233,-0.077392,Male,over 34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2022-03-05 01:50:38+00:00
Person search,2022-03-05T02:27:32+00:00,,,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2022-03-05 02:27:32+00:00
Person search,2022-03-05T03:20:35+00:00,51.509775,-0.085014,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2022-03-05 03:20:35+00:00
Person search,2022-03-05T03:45:13+00:00,51.512181,-0.077649,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2022-03-05 03:45:13+00:00
Person search,2022-03-05T03:50:24+00:00,51.512181,-0.077649,Male,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2022-03-05 03:50:24+00:00
Person and Vehicle search,2022-03-05T03:53:54+00:00,51.512598,-0.084967,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2022-03-05 03:53:54+00:00
Person and Vehicle search,2022-03-05T04:04:16+00:00,51.512598,-0.084967,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,True,False,2022-03-05 04:04:16+00:00
Person search,2022-03-05T04:23:19+00:00,,,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,False,False,2022-03-05 04:23:19+00:00
Person search,2022-03-05T04:42:59+00:00,51.509775,-0.085014,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2022-03-05 04:42:59+00:00
Person search,2022-03-05T04:42:59+00:00,51.509775,-0.085014,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2022-03-05 04:42:59+00:00
Person search,2022-03-05T04:44:32+00:00,51.512181,-0.077649,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2022-03-05 04:44:32+00:00
Person search,2022-03-05T04:50:56+00:00,51.512135,-0.078127,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2022-03-05 04:50:56+00:00
Person search,2022-03-05T05:07:04+00:00,51.512598,-0.084967,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2022-03-05 05:07:04+00:00
Person search,2022-03-05T05:43:04+00:00,51.517149,-0.08776,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2022-03-05 05:43:04+00:00
Person search,2022-03-05T05:50:46+00:00,51.517149,-0.08776,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2022-03-05 05:50:46+00:00
Person search,2022-03-05T05:57:51+00:00,51.518189,-0.082628,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,True,False,2022-03-05 05:57:51+00:00
Person search,2022-03-05T05:58:06+00:00,51.517149,-0.08776,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2022-03-05 05:58:06+00:00
Person search,2022-03-05T08:36:43+00:00,,,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2022-03-05 08:36:43+00:00
Person search,2022-03-05T08:43:30+00:00,51.513915,-0.07318,Male,over 34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2022-03-05 08:43:30+00:00
Person search,2022-03-05T12:13:00+00:00,51.512598,-0.084967,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2022-03-05 12:13:00+00:00
Person search,2022-03-05T12:55:23+00:00,,,Male,,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,False,False,2022-03-05 12:55:23+00:00
Person search,2022-03-06T03:51:24+00:00,51.504848,-0.090033,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,False,2022-03-06 03:51:24+00:00
Person and Vehicle search,2022-03-06T05:56:17+00:00,,,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,False,2022-03-06 05:56:17+00:00
Person search,2022-03-06T07:03:07+00:00,,,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2022-03-06 07:03:07+00:00
Person search,2022-03-06T07:24:19+00:00,51.504848,-0.090033,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,False,2022-03-06 07:24:19+00:00
Person search,2022-03-06T09:43:46+00:00,51.515606,-0.094094,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,False,False,2022-03-06 09:43:46+00:00
Person search,2022-03-06T10:08:01+00:00,,,Female,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2022-03-06 10:08:01+00:00
Person search,2022-03-07T03:48:56+00:00,51.512856,-0.073254,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2022-03-07 03:48:56+00:00
Person search,2022-03-07T04:01:40+00:00,,,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,True,False,2022-03-07 04:01:40+00:00
Person search,2022-03-07T05:01:09+00:00,51.516966,-0.1059,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Arrest,True,False,2022-03-07 05:01:09+00:00
Person and Vehicle search,2022-03-07T10:20:48+00:00,,,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,True,False,2022-03-07 10:20:48+00:00
Person search,2022-03-07T12:02:15+00:00,51.516814,-0.08162,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Khat or Cannabis warning,True,False,2022-03-07 12:02:15+00:00
Person search,2022-03-08T01:19:27+00:00,51.517576,-0.079786,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2022-03-08 01:19:27+00:00
Person search,2022-03-08T02:38:52+00:00,,,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,True,False,2022-03-08 02:38:52+00:00
Person search,2022-03-08T04:34:53+00:00,51.50932,-0.084701,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2022-03-08 04:34:53+00:00
Person search,2022-03-08T04:50:23+00:00,,,Female,25-34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2022-03-08 04:50:23+00:00
Person search,2022-03-08T04:58:43+00:00,,,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,False,False,2022-03-08 04:58:43+00:00
Person search,2022-03-08T05:24:30+00:00,51.517431,-0.082458,Female,18-24,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,False,False,2022-03-08 05:24:30+00:00
Person search,2022-03-08T12:57:33+00:00,51.50995,-0.078665,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Khat or Cannabis warning,True,False,2022-03-08 12:57:33+00:00
Person search,2022-03-09T02:55:52+00:00,51.513952,-0.085833,Female,over 34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,True,False,2022-03-09 02:55:52+00:00
Person search,2022-03-09T05:33:02+00:00,,,Male,over 34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Community resolution,True,False,2022-03-09 05:33:02+00:00
Person search,2022-03-09T09:36:26+00:00,,,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,False,False,2022-03-09 09:36:26+00:00
Person and Vehicle search,2022-03-10T02:28:11+00:00,51.512598,-0.084967,Female,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Khat or Cannabis warning,True,False,2022-03-10 02:28:11+00:00
Person search,2022-03-10T05:53:26+00:00,51.512598,-0.084967,Male,over 34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Khat or Cannabis warning,True,False,2022-03-10 05:53:26+00:00
Person search,2022-03-10T06:17:50+00:00,51.516233,-0.077392,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Khat or Cannabis warning,True,False,2022-03-10 06:17:50+00:00
Person search,2022-03-10T07:47:46+00:00,51.510828,-0.086166,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest,True,False,2022-03-10 07:47:46+00:00
Person and Vehicle search,2022-03-10T09:57:07+00:00,51.509547,-0.076031,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2022-03-10 09:57:07+00:00
Person search,2022-03-11T02:01:13+00:00,51.513952,-0.085833,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest,True,False,2022-03-11 02:01:13+00:00
Person search,2022-03-11T02:58:57+00:00,51.51868,-0.085173,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2022-03-11 02:58:57+00:00
Person search,2022-03-11T05:16:57+00:00,51.516351,-0.082965,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,True,False,2022-03-11 05:16:57+00:00
Person search,2022-03-11T05:37:18+00:00,51.516351,-0.082965,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2022-03-11 05:37:18+00:00
Person search,2022-03-11T08:12:13+00:00,51.513627,-0.076435,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Arrest,True,False,2022-03-11 08:12:13+00:00
Person search,2022-03-11T08:53:26+00:00,51.514203,-0.094628,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Penalty Notice for Disorder,True,False,2022-03-11 08:53:26+00:00
Person and Vehicle search,2022-03-11T09:01:52+00:00,51.52181,-0.097929,Male,over 34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,False,2022-03-11 09:01:52+00:00
Person search,2022-03-11T09:23:21+00:00,,,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Khat or Cannabis warning,True,False,2022-03-11 09:23:21+00:00
Person and Vehicle search,2022-03-11T09:40:31+00:00,,,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,True,False,2022-03-11 09:40:31+00:00
Person search,2022-03-11T12:58:26+00:00,51.516814,-0.08162,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,False,False,2022-03-11 12:58:26+00:00
Person search,2022-03-12T04:24:41+00:00,,,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,False,False,2022-03-12 04:24:41+00:00
Person search,2022-03-12T06:17:56+00:00,51.516351,-0.082965,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,False,False,2022-03-12 06:17:56+00:00
Person search,2022-03-12T08:57:07+00:00,51.516351,-0.082965,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,False,False,2022-03-12 08:57:07+00:00
Person and Vehicle search,2022-03-12T09:44:19+00:00,51.52181,-0.097929,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,False,2022-03-12 09:44:19+00:00
Person search,2022-03-13T07:49:22+00:00,,,Male,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2022-03-13 07:49:22+00:00
Person and Vehicle search,2022-03-13T07:55:40+00:00,51.51442,-0.09472,Male,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2022-03-13 07:55:40+00:00
Person search,2022-03-13T08:57:50+00:00,51.514151,-0.074958,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2022-03-13 08:57:50+00:00
Person search,2022-03-13T09:21:14+00:00,51.517032,-0.089451,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,True,2022-03-13 09:21:14+00:00
Person and Vehicle search,2022-03-13T10:29:40+00:00,51.511625,-0.081549,Male,over 34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2022-03-13 10:29:40+00:00
Person search,2022-03-13T11:44:25+00:00,,,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Khat or Cannabis warning,True,False,2022-03-13 11:44:25+00:00
Person search,2022-03-13T12:14:31+00:00,51.513297,-0.101959,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Khat or Cannabis warning,True,False,2022-03-13 12:14:31+00:00
Person search,2022-03-14T01:30:02+00:00,51.510671,-0.084284,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2022-03-14 01:30:02+00:00
Person and Vehicle search,2022-03-14T01:34:21+00:00,51.509848,-0.104494,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2022-03-14 01:34:21+00:00
Person and Vehicle search,2022-03-14T01:40:40+00:00,51.509848,-0.104494,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2022-03-14 01:40:40+00:00
Person and Vehicle search,2022-03-14T01:47:38+00:00,51.509848,-0.104494,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2022-03-14 01:47:38+00:00
Person and Vehicle search,2022-03-14T02:08:20+00:00,51.509848,-0.104494,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2022-03-14 02:08:20+00:00
Person and Vehicle search,2022-03-14T02:08:20+00:00,51.509848,-0.104494,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2022-03-14 02:08:20+00:00
Person search,2022-03-14T03:04:40+00:00,,,Male,over 34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2022-03-14 03:04:40+00:00
Person search,2022-03-14T04:40:18+00:00,51.511616,-0.086551,Male,over 34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,True,False,2022-03-14 04:40:18+00:00
Person search,2022-03-14T06:05:03+00:00,51.517244,-0.080376,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,False,False,2022-03-14 06:05:03+00:00
Person search,2022-03-14T07:21:33+00:00,51.517244,-0.080376,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Arrest,True,False,2022-03-14 07:21:33+00:00
Person search,2022-03-15T01:45:36+00:00,51.517431,-0.082458,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2022-03-15 01:45:36+00:00
Person search,2022-03-15T03:28:02+00:00,51.512598,-0.084967,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,True,False,2022-03-15 03:28:02+00:00
Person and Vehicle search,2022-03-15T09:03:26+00:00,51.516814,-0.08162,Male,over 34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2022-03-15 09:03:26+00:00
Person search,2022-03-16T01:04:38+00:00,51.517244,-0.080376,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,True,False,2022-03-16 01:04:38+00:00
Person and Vehicle search,2022-03-16T03:05:41+00:00,51.50993,-0.068161,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2022-03-16 03:05:41+00:00
Person search,2022-03-16T03:26:18+00:00,51.516814,-0.08162,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,False,False,2022-03-16 03:26:18+00:00
Person search,2022-03-16T04:40:17+00:00,51.517149,-0.08776,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2022-03-16 04:40:17+00:00
Person search,2022-03-16T05:35:10+00:00,51.516814,-0.08162,Male,over 34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Summons / charged by post,True,False,2022-03-16 05:35:10+00:00
Person search,2022-03-16T05:46:02+00:00,51.515033,-0.07825,Male,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2022-03-16 05:46:02+00:00
Person search,2022-03-16T05:47:07+00:00,51.515033,-0.07825,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2022-03-16 05:47:07+00:00
Person search,2022-03-16T05:49:00+00:00,51.515033,-0.07825,Male,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2022-03-16 05:49:00+00:00
Person search,2022-03-16T07:54:21+00:00,51.516814,-0.08162,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest,True,False,2022-03-16 07:54:21+00:00
Person search,2022-03-17T03:57:21+00:00,,,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2022-03-17 03:57:21+00:00
Person search,2022-03-17T04:04:15+00:00,51.513435,-0.075146,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2022-03-17 04:04:15+00:00
Person search,2022-03-17T04:05:22+00:00,,,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Controlled drugs,A no further action disposal,True,False,2022-03-17 04:05:22+00:00
Person search,2022-03-17T04:19:58+00:00,51.510913,-0.101395,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2022-03-17 04:19:58+00:00
Person search,2022-03-17T04:30:10+00:00,51.513435,-0.075146,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2022-03-17 04:30:10+00:00
Person search,2022-03-17T04:39:57+00:00,51.511165,-0.100822,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Khat or Cannabis warning,True,False,2022-03-17 04:39:57+00:00
Person search,2022-03-17T06:12:52+00:00,51.514203,-0.094628,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest,True,False,2022-03-17 06:12:52+00:00
Person search,2022-03-17T06:16:19+00:00,51.511165,-0.100822,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2022-03-17 06:16:19+00:00
Person search,2022-03-17T06:16:58+00:00,51.509344,-0.080665,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2022-03-17 06:16:58+00:00
Person search,2022-03-17T06:22:37+00:00,51.510913,-0.101395,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Caution (simple or conditional),True,False,2022-03-17 06:22:37+00:00
Person search,2022-03-17T07:38:18+00:00,51.516393,-0.087763,Male,over 34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2022-03-17 07:38:18+00:00
Person search,2022-03-18T06:01:08+00:00,51.518511,-0.08531,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Khat or Cannabis warning,True,False,2022-03-18 06:01:08+00:00
Person search,2022-03-18T06:17:10+00:00,51.518511,-0.08531,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2022-03-18 06:17:10+00:00
Person and Vehicle search,2022-03-18T08:25:54+00:00,51.511053,-0.075722,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2022-03-18 08:25:54+00:00
Person search,2022-03-18T09:33:24+00:00,,,Male,over 34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2022-03-18 09:33:24+00:00
Person search,2022-03-18T12:11:40+00:00,51.512598,-0.084967,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,False,False,2022-03-18 12:11:40+00:00
Person search,2022-03-18T12:49:55+00:00,51.520206,-0.097736,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,False,False,2022-03-18 12:49:55+00:00
Person search,2022-03-18T12:49:55+00:00,51.518864,-0.097562,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,False,False,2022-03-18 12:49:55+00:00
Person and Vehicle search,2022-03-19T02:18:45+00:00,51.522233,-0.107382,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,False,2022-03-19 02:18:45+00:00
Person search,2022-03-19T02:25:42+00:00,51.510671,-0.084284,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2022-03-19 02:25:42+00:00
Person search,2022-03-19T02:32:32+00:00,51.516814,-0.08162,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2022-03-19 02:32:32+00:00
Person search,2022-03-19T02:59:41+00:00,,,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2022-03-19 02:59:41+00:00
Person search,2022-03-19T03:01:14+00:00,51.510014,-0.081516,Female,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2022-03-19 03:01:14+00:00
Person search,2022-03-19T03:27:10+00:00,,,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2022-03-19 03:27:10+00:00
Person search,2022-03-19T03:28:34+00:00,51.516497,-0.094115,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2022-03-19 03:28:34+00:00
Person search,2022-03-19T12:43:35+00:00,51.512598,-0.084967,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,True,False,2022-03-19 12:43:35+00:00
