Type,Date,Latitude,Longitude,Gender,Age range,Legislation,Object of search,Outcome,Outcome linked to object of search,Removal of more than just outer clothing,datetime
Person search,2020-01-03T04:09:21+00:00,51.513377,-0.096363,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,True,2020-01-03 04:09:21+00:00
Person search,2020-01-03T04:36:47+00:00,51.513268,-0.100202,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Khat or Cannabis warning,True,False,2020-01-03 04:36:47+00:00
Person and Vehicle search,2020-01-03T04:39:05+00:00,51.513389,-0.080034,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,False,False,2020-01-03 04:39:05+00:00
Person and Vehicle search,2020-01-03T06:14:49+00:00,51.508066,-0.08778,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,True,2020-01-03 06:14:49+00:00
Person search,2020-01-03T06:17:31+00:00,51.512598,-0.084967,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2020-01-03 06:17:31+00:00
Person search,2020-01-03T06:24:25+00:00,51.512598,-0.084967,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2020-01-03 06:24:25+00:00
Person search,2020-01-03T07:30:54+00:00,51.512598,-0.084967,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2020-01-03 07:30:54+00:00
Person search,2020-01-03T07:43:36+00:00,51.512598,-0.084967,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2020-01-03 07:43:36+00:00
Person and Vehicle search,2020-01-03T08:17:09+00:00,51.508066,-0.08778,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,True,2020-01-03 08:17:09+00:00
Person search,2020-01-03T10:02:38+00:00,51.517576,-0.079786,Male,over 34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2020-01-03 10:02:38+00:00
Person search,2020-01-03T10:14:36+00:00,51.517431,-0.082458,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,False,False,2020-01-03 10:14:36+00:00
Person search,2020-01-03T11:04:43+00:00,51.512598,-0.084967,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2020-01-03 11:04:43+00:00
Person and Vehicle search,2020-01-04T02:34:26+00:00,51.508066,-0.08778,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,False,2020-01-04 02:34:26+00:00
Person search,2020-01-04T03:55:48+00:00,51.516814,-0.08162,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2020-01-04 03:55:48+00:00
Person and Vehicle search,2020-01-04T04:22:05+00:00,,,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,False,2020-01-04 04:22:05+00:00
Person and Vehicle search,2020-01-04T04:30:27+00:00,,,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,False,2020-01-04 04:30:27+00:00
Person search,2020-01-04T04:57:37+00:00,51.511625,-0.081549,Male,over 34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2020-01-04 04:57:37+00:00
Person search,2020-01-04T06:33:03+00:00,51.519312,-0.103597,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Arrest,True,False,2020-01-04 06:33:03+00:00
Person search,2020-01-04T09:17:55+00:00,51.519912,-0.102332,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest,True,False,2020-01-04 09:17:55+00:00
Person search,2020-01-05T01:48:15+00:00,51.516814,-0.08162,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,False,False,2020-01-05 01:48:15+00:00
Person search,2020-01-05T01:49:03+00:00,51.516814,-0.08162,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,False,False,2020-01-05 01:49:03+00:00
Person search,2020-01-05T02:23:27+00:00,51.511554,-0.079448,Male,over 34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2020-01-05 02:23:27+00:00
Person and Vehicle search,2020-01-05T03:28:19+00:00,51.516814,-0.08162,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2020-01-05 03:28:19+00:00
Person search,2020-01-05T06:13:48+00:00,51.513051,-0.104001,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,False,False,2020-01-05 06:13:48+00:00
Person search,2020-01-05T07:04:15+00:00,51.515033,-0.07825,Female,over 34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,False,False,2020-01-05 07:04:15+00:00
Person search,2020-01-05T07:43:54+00:00,51.516814,-0.08162,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2020-01-05 07:43:54+00:00
Person search,2020-01-05T08:01:21+00:00,51.516814,-0.08162,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,True,False,2020-01-05 08:01:21+00:00
Person search,2020-01-05T11:26:42+00:00,51.516814,-0.08162,Male,10-17,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,False,False,2020-01-05 11:26:42+00:00
Person search,2020-01-05T11:28:10+00:00,,,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2020-01-05 11:28:10+00:00
Person search,2020-01-06T01:41:29+00:00,,,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,False,False,2020-01-06 01:41:29+00:00
Person search,2020-01-06T01:42:12+00:00,51.516814,-0.08162,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,False,False,2020-01-06 01:42:12+00:00
Person search,2020-01-06T02:00:50+00:00,,,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Khat or Cannabis warning,True,False,2020-01-06 02:00:50+00:00
Person search,2020-01-06T02:01:27+00:00,51.516814,-0.08162,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2020-01-06 02:01:27+00:00
Person and Vehicle search,2020-01-06T02:07:37+00:00,,,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Arrest,True,False,2020-01-06 02:07:37+00:00
Person search,2020-01-06T02:16:44+00:00,51.516814,-0.08162,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,False,False,2020-01-06 02:16:44+00:00
Person search,2020-01-06T02:28:16+00:00,,,Male,,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2020-01-06 02:28:16+00:00
Person and Vehicle search,2020-01-06T03:22:13+00:00,51.514858,0.004717,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,True,2020-01-06 03:22:13+00:00
Person search,2020-01-06T05:09:40+00:00,51.520744,-0.089858,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2020-01-06 05:09:40+00:00
Person search,2020-01-06T05:29:36+00:00,51.513454,-0.09172,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest,True,False,2020-01-06 05:29:36+00:00
Person search,2020-01-06T06:13:02+00:00,,,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2020-01-06 06:13:02+00:00
Person search,2020-01-06T06:59:58+00:00,51.513721,-0.102647,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Evidence of offences under the Act,A no further action disposal,True,False,2020-01-06 06:59:58+00:00
Person search,2020-01-06T08:47:22+00:00,,,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2020-01-06 08:47:22+00:00
Person search,2020-01-06T09:13:01+00:00,51.518433,-0.078856,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Arrest,True,False,2020-01-06 09:13:01+00:00
Person search,2020-01-06T10:23:58+00:00,51.516814,-0.08162,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,False,False,2020-01-06 10:23:58+00:00
Person search,2020-01-06T10:55:50+00:00,51.516814,-0.08162,Male,over 34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2020-01-06 10:55:50+00:00
Person search,2020-01-06T12:08:13+00:00,51.517576,-0.079786,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2020-01-06 12:08:13+00:00
Person search,2020-01-06T12:31:44+00:00,51.520846,-0.100593,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Arrest,True,False,2020-01-06 12:31:44+00:00
Person search,2020-01-07T02:52:50+00:00,,,Male,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2020-01-07 02:52:50+00:00
Person search,2020-01-07T03:20:29+00:00,51.516814,-0.08162,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,False,False,2020-01-07 03:20:29+00:00
Person search,2020-01-07T03:41:35+00:00,51.516814,-0.08162,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,False,False,2020-01-07 03:41:35+00:00
Person search,2020-01-07T03:51:50+00:00,,,Male,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2020-01-07 03:51:50+00:00
Person search,2020-01-07T04:00:36+00:00,51.517184,-0.076747,Male,over 34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2020-01-07 04:00:36+00:00
Person search,2020-01-07T04:16:57+00:00,51.517184,-0.076747,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Khat or Cannabis warning,True,False,2020-01-07 04:16:57+00:00
Person search,2020-01-07T06:19:12+00:00,51.514151,-0.074958,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2020-01-07 06:19:12+00:00
Person search,2020-01-07T08:13:55+00:00,51.517244,-0.080376,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2020-01-07 08:13:55+00:00
Person search,2020-01-07T08:55:46+00:00,,,Female,18-24,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2020-01-07 08:55:46+00:00
Person search,2020-01-07T09:15:39+00:00,51.513171,-0.077694,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2020-01-07 09:15:39+00:00
Person search,2020-01-07T09:22:17+00:00,51.517231,-0.079613,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Community resolution,True,False,2020-01-07 09:22:17+00:00
Person search,2020-01-07T09:23:22+00:00,51.513171,-0.077694,Female,18-24,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2020-01-07 09:23:22+00:00
Person and Vehicle search,2020-01-07T09:31:34+00:00,51.511625,-0.081549,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2020-01-07 09:31:34+00:00
Person search,2020-01-07T12:44:31+00:00,51.516814,-0.08162,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,False,False,2020-01-07 12:44:31+00:00
Person search,2020-01-07T12:46:34+00:00,51.51768,-0.078484,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2020-01-07 12:46:34+00:00
Person search,2020-01-08T01:07:55+00:00,,,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,False,2020-01-08 01:07:55+00:00
Person search,2020-01-08T02:21:05+00:00,51.516814,-0.08162,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,False,False,2020-01-08 02:21:05+00:00
Person search,2020-01-08T02:21:30+00:00,51.517231,-0.079613,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2020-01-08 02:21:30+00:00
Person search,2020-01-08T03:23:49+00:00,51.513952,-0.085833,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2020-01-08 03:23:49+00:00
Person and Vehicle search,2020-01-08T03:40:39+00:00,51.518226,-0.111497,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2020-01-08 03:40:39+00:00
Person search,2020-01-08T04:14:12+00:00,51.513114,-0.086272,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2020-01-08 04:14:12+00:00
Person search,2020-01-08T04:23:27+00:00,51.517576,-0.079786,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,False,False,2020-01-08 04:23:27+00:00
Person and Vehicle search,2020-01-08T04:35:06+00:00,51.518226,-0.111497,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2020-01-08 04:35:06+00:00
Person and Vehicle search,2020-01-08T04:46:25+00:00,51.518226,-0.111497,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2020-01-08 04:46:25+00:00
Person and Vehicle search,2020-01-08T04:55:56+00:00,51.518226,-0.111497,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2020-01-08 04:55:56+00:00
Person search,2020-01-08T06:46:08+00:00,,,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2020-01-08 06:46:08+00:00
Person search,2020-01-08T07:13:24+00:00,,,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2020-01-08 07:13:24+00:00
Person and Vehicle search,2020-01-09T02:20:00+00:00,51.51121,-0.094206,Male,over 34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2020-01-09 02:20:00+00:00
Person search,2020-01-09T02:59:12+00:00,,,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2020-01-09 02:59:12+00:00
Person search,2020-01-09T03:29:03+00:00,,,Male,10-17,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2020-01-09 03:29:03+00:00
Person search,2020-01-09T03:34:52+00:00,,,Male,10-17,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2020-01-09 03:34:52+00:00
Person search,2020-01-09T04:38:04+00:00,,,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Khat or Cannabis warning,True,False,2020-01-09 04:38:04+00:00
Person search,2020-01-09T06:15:57+00:00,,,Male,over 34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2020-01-09 06:15:57+00:00
Person search,2020-01-09T06:44:58+00:00,51.51768,-0.078484,Male,over 34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,False,2020-01-09 06:44:58+00:00
Person search,2020-01-09T10:44:20+00:00,51.512147,-0.092077,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Arrest,True,False,2020-01-09 10:44:20+00:00
Person search,2020-01-10T01:14:41+00:00,,,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2020-01-10 01:14:41+00:00
Person search,2020-01-10T01:25:57+00:00,51.516814,-0.08162,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2020-01-10 01:25:57+00:00
Person search,2020-01-10T01:35:23+00:00,51.514203,-0.094628,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,False,False,2020-01-10 01:35:23+00:00
Person search,2020-01-10T03:56:37+00:00,51.514203,-0.094628,Male,10-17,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,False,False,2020-01-10 03:56:37+00:00
Person search,2020-01-10T04:05:22+00:00,51.514513,-0.096561,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,False,False,2020-01-10 04:05:22+00:00
Person search,2020-01-10T06:23:12+00:00,,,Male,over 34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2020-01-10 06:23:12+00:00
Person search,2020-01-10T06:32:09+00:00,,,Female,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2020-01-10 06:32:09+00:00
Person search,2020-01-10T06:32:15+00:00,51.517244,-0.080376,Female,over 34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2020-01-10 06:32:15+00:00
Person search,2020-01-10T09:28:57+00:00,51.506255,-0.074901,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,False,False,2020-01-10 09:28:57+00:00
Person search,2020-01-10T12:46:23+00:00,51.51144,-0.083993,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2020-01-10 12:46:23+00:00
Person and Vehicle search,2020-01-11T01:42:50+00:00,51.516814,-0.08162,Female,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2020-01-11 01:42:50+00:00
Person search,2020-01-11T01:52:24+00:00,51.517576,-0.079786,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,True,2020-01-11 01:52:24+00:00
Person search,2020-01-11T05:58:57+00:00,51.516351,-0.082965,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,False,2020-01-11 05:58:57+00:00
Person search,2020-01-11T07:32:57+00:00,51.516351,-0.082965,Female,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,True,False,2020-01-11 07:32:57+00:00
Person search,2020-01-11T09:01:45+00:00,51.517032,-0.089451,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2020-01-11 09:01:45+00:00
Person search,2020-01-11T09:55:58+00:00,,,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2020-01-11 09:55:58+00:00
Person and Vehicle search,2020-01-11T10:22:38+00:00,,,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,True,False,2020-01-11 10:22:38+00:00
Person search,2020-01-11T10:51:01+00:00,,,Male,10-17,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,False,False,2020-01-11 10:51:01+00:00
Person search,2020-01-11T10:58:10+00:00,51.511478,-0.096846,Male,10-17,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,False,False,2020-01-11 10:58:10+00:00
Person search,2020-01-11T11:05:12+00:00,51.516351,-0.082965,Male,over 34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2020-01-11 11:05:12+00:00
Person search,2020-01-11T11:09:39+00:00,51.516351,-0.082965,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,True,False,2020-01-11 11:09:39+00:00
Person and Vehicle search,2020-01-11T12:07:55+00:00,51.514461,-0.092268,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,False,2020-01-11 12:07:55+00:00
Person search,2020-01-11T12:28:17+00:00,51.511478,-0.096846,Male,10-17,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,False,False,2020-01-11 12:28:17+00:00
Person search,2020-01-11T12:37:51+00:00,51.512598,-0.084967,Male,over 34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2020-01-11 12:37:51+00:00
Person and Vehicle search,2020-01-12T03:30:32+00:00,51.513928,-0.108231,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,True,2020-01-12 03:30:32+00:00
Person search,2020-01-12T03:38:10+00:00,51.51494,-0.079162,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,False,False,2020-01-12 03:38:10+00:00
Person and Vehicle search,2020-01-12T03:42:49+00:00,51.513928,-0.108231,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,True,2020-01-12 03:42:49+00:00
